area,Average_Speed,Vehicle_Density,Hour_of_Day,Day_of_Week,Is_Peak_Hour,Weather_Condition
Hadapsar,11.042572629896442,349.2,3,Tue,0,Rainy
Kothrud,18.03620196216419,291.0,3,Tue,0,Rainy
Hinjewadi,34.10385218003587,402.5,6,Thu,0,Clear
Swargate,42.62981522504484,354.20000000000005,6,Thu,0,Clear
University Circle,34.10385218003587,450.79999999999995,6,Thu,0,Clear
Hadapsar,51.1557782700538,289.8,6,Thu,0,Clear
Kothrud,59.681741315062766,241.5,6,Thu,0,Clear
Hinjewadi,6.76728724388513,75.0,10,Thu,1,Rainy
Swargate,12.688663582284619,66.0,10,Thu,1,Rainy
University Circle,5.075465432913847,84.0,10,Thu,1,Rainy
Hadapsar,12.688663582284619,54.0,10,Thu,1,Rainy
Kothrud,20.72481718439821,45.0,10,Thu,1,Rainy
Hinjewadi,37.72350559505809,182.5,18,Sun,1,Foggy
Swargate,47.15438199382262,224.84,18,Sun,1,Foggy
University Circle,37.72350559505809,204.39999999999998,18,Sun,1,Foggy
Hadapsar,56.58525839258714,105.12,18,Sun,1,Foggy
Kothrud,66.01613479135166,136.875,18,Sun,1,Foggy
Hinjewadi,31.23471524748322,182.5,4,Sun,0,Foggy
Swargate,39.04339405935402,224.84,4,Sun,0,Foggy
University Circle,31.23471524748322,204.39999999999998,4,Sun,0,Foggy
Hadapsar,46.85207287122483,105.12,4,Sun,0,Foggy
Kothrud,54.660751683095626,136.875,4,Sun,0,Foggy
Hinjewadi,8.424998510674563,490.0,5,Wed,0,Clear
Swargate,12.0,431.20000000000005,5,Wed,0,Clear
University Circle,8.424998510674563,548.8,5,Wed,0,Clear
Hadapsar,15.0,352.8,5,Wed,0,Clear
Kothrud,18.0,294.0,5,Wed,0,Clear
Hinjewadi,9.604600911559176,150.0,12,Sun,0,Rainy
Swargate,18.008626709173452,184.79999999999998,12,Sun,1,Rainy
University Circle,7.203450683669382,168.0,12,Sun,1,Rainy
Hadapsar,18.008626709173452,86.4,12,Sun,0,Rainy
Kothrud,29.414090291649973,112.5,12,Sun,0,Rainy
Hinjewadi,27.338015431690238,420.0,11,Mon,1,Clear
Swargate,34.172519289612794,369.6,11,Mon,1,Clear
University Circle,27.338015431690238,470.4,11,Mon,1,Clear
Hadapsar,41.00702314753535,302.40000000000003,11,Mon,1,Clear
Kothrud,47.841527005457905,252.0,11,Mon,1,Clear
Hinjewadi,11.342544579204844,165.75,1,Fri,0,Clear
Swargate,14.178180724006054,112.2,1,Fri,0,Clear
University Circle,11.342544579204844,142.79999999999998,1,Fri,0,Clear
Hadapsar,17.013816868807265,91.8,1,Fri,0,Clear
Kothrud,19.849453013608475,76.5,1,Fri,0,Clear
Hinjewadi,14.344812229855226,265.0,13,Sat,0,Rainy
Swargate,26.896522930978545,233.20000000000002,13,Sat,1,Rainy
University Circle,10.758609172391418,296.79999999999995,13,Sat,0,Rainy
Hadapsar,26.896522930978545,152.64000000000001,13,Sat,0,Rainy
Kothrud,43.93098745393162,198.75,13,Sat,0,Rainy
Hinjewadi,14.186855475585672,237.5,17,Sun,1,Clear
Swargate,17.73356934448209,292.6,17,Sun,1,Clear
University Circle,14.186855475585672,266.0,17,Sun,1,Clear
Hadapsar,21.280283213378507,136.8,17,Sun,1,Clear
Kothrud,24.82699708227492,178.125,17,Sun,0,Clear
Hinjewadi,27.636412895660285,208.0,11,Fri,1,Clear
Swargate,34.54551611957535,140.8,11,Fri,1,Clear
University Circle,27.636412895660285,179.2,11,Fri,1,Clear
Hadapsar,41.45461934349042,115.2,11,Fri,1,Clear
Kothrud,48.36372256740549,96.0,11,Fri,1,Clear
Hinjewadi,15.692976937973937,447.5,7,Wed,0,Rainy
Swargate,29.424331758701122,393.8,7,Wed,0,Rainy
University Circle,11.769732703480452,501.2,7,Wed,0,Rainy
Hadapsar,29.424331758701122,322.2,7,Wed,0,Rainy
Kothrud,48.05974187254517,268.5,7,Wed,0,Rainy
Hinjewadi,15.138694504099346,365.0,1,Sun,0,Rainy
Swargate,28.38505219518627,449.68,1,Sun,0,Rainy
University Circle,11.35402087807451,408.79999999999995,1,Sun,0,Rainy
Hadapsar,28.38505219518627,210.24,1,Sun,0,Rainy
Kothrud,46.36225191880423,273.75,1,Sun,0,Rainy
Hinjewadi,12.818218464400676,222.5,17,Sun,1,Rainy
Swargate,24.034159620751264,274.12,17,Sun,1,Rainy
University Circle,9.613663848300506,249.2,17,Sun,1,Rainy
Hadapsar,24.034159620751264,128.16000000000003,17,Sun,1,Rainy
Kothrud,39.25579404722706,166.875,17,Sun,0,Rainy
Hinjewadi,23.443239541168666,112.5,6,Thu,0,Clear
Swargate,29.30404942646083,99.00000000000001,6,Thu,0,Clear
University Circle,23.443239541168666,125.99999999999999,6,Thu,0,Clear
Hadapsar,35.16485931175299,81.0,6,Thu,0,Clear
Kothrud,41.025669197045154,67.5,6,Thu,0,Clear
Hinjewadi,37.42499278899359,92.5,0,Sun,0,Clear
Swargate,46.78124098624199,113.96,0,Sun,0,Clear
University Circle,37.42499278899359,103.6,0,Sun,0,Clear
Hadapsar,56.13748918349039,53.28000000000001,0,Sun,0,Clear
Kothrud,65.49373738073878,69.375,0,Sun,0,Clear
Hinjewadi,12.269322736742627,320.0,18,Thu,1,Foggy
Swargate,15.336653420928283,281.6,18,Thu,1,Foggy
University Circle,12.269322736742627,358.4,18,Thu,1,Foggy
Hadapsar,18.40398410511394,230.4,18,Thu,1,Foggy
Kothrud,21.471314789299594,192.0,18,Thu,1,Foggy
Hinjewadi,26.80274787550086,180.0,16,Tue,0,Clear
Swargate,33.50343484437607,158.4,16,Tue,1,Clear
University Circle,26.80274787550086,201.6,16,Tue,0,Clear
Hadapsar,40.204121813251284,129.6,16,Tue,0,Clear
Kothrud,46.9048087821265,108.0,16,Tue,0,Clear
Hinjewadi,12.01760687240491,492.5,10,Sun,1,Clear
Swargate,15.022008590506136,606.76,10,Sun,1,Clear
University Circle,12.01760687240491,551.5999999999999,10,Sun,1,Clear
Hadapsar,18.026410308607364,283.68,10,Sun,1,Clear
Kothrud,21.03081202670859,369.375,10,Sun,1,Clear
Hinjewadi,14.953460309445596,533.0,12,Fri,0,Rainy
Swargate,28.037738080210485,360.8,12,Fri,1,Rainy
University Circle,11.215095232084195,459.2,12,Fri,1,Rainy
Hadapsar,28.037738080210485,295.2,12,Fri,0,Rainy
Kothrud,45.794972197677126,246.0,12,Fri,0,Rainy
Hinjewadi,13.016333716852458,145.0,23,Wed,0,Clear
Swargate,16.270417146065572,127.60000000000001,23,Wed,0,Clear
University Circle,13.016333716852458,162.39999999999998,23,Wed,0,Clear
Hadapsar,19.524500575278687,104.4,23,Wed,0,Clear
Kothrud,22.7785840044918,87.0,23,Wed,0,Clear
Hinjewadi,13.266113869738717,332.5,2,Thu,0,Clear
Swargate,16.582642337173397,292.6,2,Thu,0,Clear
University Circle,13.266113869738717,372.4,2,Thu,0,Clear
Hadapsar,19.899170804608076,239.4,2,Thu,0,Clear
Kothrud,23.215699272042755,199.5,2,Thu,0,Clear
Hinjewadi,33.32194285800534,320.0,7,Thu,0,Clear
Swargate,41.65242857250668,281.6,7,Thu,0,Clear
University Circle,33.32194285800534,358.4,7,Thu,0,Clear
Hadapsar,49.982914287008015,230.4,7,Thu,0,Clear
Kothrud,58.31340000150934,192.0,7,Thu,0,Clear
Hinjewadi,32.46883041231595,492.5,5,Tue,0,Clear
Swargate,40.58603801539494,433.40000000000003,5,Tue,0,Clear
University Circle,32.46883041231595,551.5999999999999,5,Tue,0,Clear
Hadapsar,48.70324561847393,354.6,5,Tue,0,Clear
Kothrud,56.82045322155291,295.5,5,Tue,0,Clear
Hinjewadi,32.38190002377911,455.0,23,Sat,0,Clear
Swargate,40.47737502972389,400.40000000000003,23,Sat,0,Clear
University Circle,32.38190002377911,509.59999999999997,23,Sat,0,Clear
Hadapsar,48.572850035668665,262.08000000000004,23,Sat,0,Clear
Kothrud,56.668325041613436,341.25,23,Sat,0,Clear
Hinjewadi,25.288924581997478,207.5,19,Mon,1,Foggy
Swargate,31.611155727496843,182.60000000000002,19,Mon,1,Foggy
University Circle,25.288924581997478,232.39999999999998,19,Mon,1,Foggy
Hadapsar,37.93338687299621,149.4,19,Mon,1,Foggy
Kothrud,44.255618018495575,124.5,19,Mon,1,Foggy
Hinjewadi,16.703955371019394,620.75,1,Fri,0,Clear
Swargate,20.87994421377424,420.20000000000005,1,Fri,0,Clear
University Circle,16.703955371019394,534.8,1,Fri,0,Clear
Hadapsar,25.05593305652909,343.8,1,Fri,0,Clear
Kothrud,29.231921899283936,286.5,1,Fri,0,Clear
Hinjewadi,19.947301153018614,320.0,13,Thu,0,Clear
Swargate,24.934126441273268,281.6,13,Thu,1,Clear
University Circle,19.947301153018614,358.4,13,Thu,0,Clear
Hadapsar,29.92095172952792,230.4,13,Thu,0,Clear
Kothrud,34.90777701778257,192.0,13,Thu,0,Clear
Hinjewadi,7.334750025652402,409.5,10,Fri,1,Rainy
Swargate,13.752656298098254,277.20000000000005,10,Fri,1,Rainy
University Circle,5.501062519239301,352.79999999999995,10,Fri,1,Rainy
Hadapsar,13.752656298098254,226.8,10,Fri,1,Rainy
Kothrud,22.46267195356048,189.0,10,Fri,1,Rainy
Hinjewadi,21.047939360087437,290.0,7,Mon,0,Clear
Swargate,26.309924200109293,255.20000000000002,7,Mon,0,Clear
University Circle,21.047939360087437,324.79999999999995,7,Mon,0,Clear
Hadapsar,31.57190904013115,208.8,7,Mon,0,Clear
Kothrud,36.833893880153006,174.0,7,Mon,0,Clear
Hinjewadi,28.932247584891957,337.5,22,Thu,0,Clear
Swargate,36.165309481114946,297.0,22,Thu,0,Clear
University Circle,28.932247584891957,378.0,22,Thu,0,Clear
Hadapsar,43.39837137733793,243.0,22,Thu,0,Clear
Kothrud,50.63143327356092,202.5,22,Thu,0,Clear
Hinjewadi,28.744222530490305,445.0,1,Mon,0,Clear
Swargate,35.93027816311288,391.6,1,Mon,0,Clear
University Circle,28.744222530490305,498.4,1,Mon,0,Clear
Hadapsar,43.11633379573546,320.40000000000003,1,Mon,0,Clear
Kothrud,50.30238942835803,267.0,1,Mon,0,Clear
Hinjewadi,23.668610433025044,295.0,13,Wed,0,Clear
Swargate,29.585763041281304,259.6,13,Wed,1,Clear
University Circle,23.668610433025044,330.4,13,Wed,0,Clear
Hadapsar,35.50291564953756,212.4,13,Wed,0,Clear
Kothrud,41.42006825779382,177.0,13,Wed,0,Clear
Hinjewadi,4.710047790439188,140.0,21,Wed,1,Rainy
Swargate,8.831339607073478,123.20000000000002,21,Wed,1,Rainy
University Circle,3.532535842829391,156.79999999999998,21,Wed,1,Rainy
Hadapsar,8.831339607073478,100.8,21,Wed,0,Rainy
Kothrud,14.424521358220012,84.0,21,Wed,1,Rainy
Hinjewadi,31.367094968231978,55.0,19,Thu,1,Clear
Swargate,39.20886871028997,48.400000000000006,19,Thu,1,Clear
University Circle,31.367094968231978,61.599999999999994,19,Thu,1,Clear
Hadapsar,47.050642452347965,39.6,19,Thu,1,Clear
Kothrud,54.89241619440595,33.0,19,Thu,1,Clear
Hinjewadi,11.33801879526023,39.0,0,Fri,0,Clear
Swargate,14.172523494075286,26.400000000000002,0,Fri,0,Clear
University Circle,11.33801879526023,33.599999999999994,0,Fri,0,Clear
Hadapsar,17.007028192890342,21.6,0,Fri,0,Clear
Kothrud,19.8415328917054,18.0,0,Fri,0,Clear
Hinjewadi,38.331410152117144,340.0,0,Mon,0,Clear
Swargate,47.91426269014643,299.20000000000005,0,Mon,0,Clear
University Circle,38.331410152117144,380.79999999999995,0,Mon,0,Clear
Hadapsar,57.497115228175716,244.8,0,Mon,0,Clear
Kothrud,67.079967766205,204.0,0,Mon,0,Clear
Hinjewadi,10.663138118658313,432.25,5,Fri,0,Clear
Swargate,13.32892264832289,292.6,5,Fri,0,Clear
University Circle,10.663138118658313,372.4,5,Fri,0,Clear
Hadapsar,15.994707177987468,239.4,5,Fri,0,Clear
Kothrud,18.660491707652046,199.5,5,Fri,0,Clear
Hinjewadi,28.53822453764593,492.5,0,Sat,0,Clear
Swargate,35.672780672057414,433.40000000000003,0,Sat,0,Clear
University Circle,28.53822453764593,551.5999999999999,0,Sat,0,Clear
Hadapsar,42.807336806468896,283.68,0,Sat,0,Clear
Kothrud,49.94189294088038,369.375,0,Sat,0,Clear
Hinjewadi,29.418093323632053,100.0,1,Thu,0,Clear
Swargate,36.772616654540066,88.0,1,Thu,0,Clear
University Circle,29.418093323632053,112.0,1,Thu,0,Clear
Hadapsar,44.127139985448075,72.0,1,Thu,0,Clear
Kothrud,51.48166331635609,60.0,1,Thu,0,Clear
Hinjewadi,25.83478942633626,277.5,11,Mon,1,Foggy
Swargate,32.293486782920326,244.20000000000002,11,Mon,1,Foggy
University Circle,25.83478942633626,310.79999999999995,11,Mon,1,Foggy
Hadapsar,38.75218413950439,199.8,11,Mon,1,Foggy
Kothrud,45.210881496088454,166.5,11,Mon,1,Foggy
Hinjewadi,26.48982560803471,225.0,6,Tue,0,Foggy
Swargate,33.11228201004339,198.00000000000003,6,Tue,0,Foggy
University Circle,26.48982560803471,251.99999999999997,6,Tue,0,Foggy
Hadapsar,39.73473841205206,162.0,6,Tue,0,Foggy
Kothrud,46.35719481406074,135.0,6,Tue,0,Foggy
Hinjewadi,28.020797214126503,74.75,13,Fri,0,Clear
Swargate,35.02599651765813,50.6,13,Fri,1,Clear
University Circle,28.020797214126503,64.39999999999999,13,Fri,0,Clear
Hadapsar,42.031195821189755,41.4,13,Fri,0,Clear
Kothrud,49.03639512472138,34.5,13,Fri,0,Clear
Hinjewadi,26.610842811192175,272.5,10,Mon,1,Clear
Swargate,33.26355351399022,239.8,10,Mon,1,Clear
University Circle,26.610842811192175,305.2,10,Mon,1,Clear
Hadapsar,39.91626421678826,196.20000000000002,10,Mon,1,Clear
Kothrud,46.5689749195863,163.5,10,Mon,1,Clear
Hinjewadi,39.224922193565845,487.5,4,Tue,0,Clear
Swargate,49.0311527419573,429.00000000000006,4,Tue,0,Clear
University Circle,39.224922193565845,546.0,4,Tue,0,Clear
Hadapsar,58.837383290348754,351.0,4,Tue,0,Clear
Kothrud,68.64361383874021,292.5,4,Tue,0,Clear
Hinjewadi,18.97685480288078,227.5,5,Sun,0,Clear
Swargate,23.721068503600975,280.28000000000003,5,Sun,0,Clear
University Circle,18.97685480288078,254.79999999999998,5,Sun,0,Clear
Hadapsar,28.46528220432117,131.04000000000002,5,Sun,0,Clear
Kothrud,33.209495905041365,170.625,5,Sun,0,Clear
Hinjewadi,6.992970264317442,322.5,12,Tue,0,Rainy
Swargate,13.111819245595202,283.8,12,Tue,1,Rainy
University Circle,5.244727698238082,361.2,12,Tue,1,Rainy
Hadapsar,13.111819245595202,232.20000000000002,12,Tue,0,Rainy
Kothrud,21.415971434472162,193.5,12,Tue,0,Rainy
Hinjewadi,9.444843661193344,160.0,17,Sat,1,Clear
Swargate,12.0,140.8,17,Sat,1,Clear
University Circle,9.444843661193344,179.2,17,Sat,1,Clear
Hadapsar,15.0,92.16000000000001,17,Sat,1,Clear
Kothrud,18.0,120.0,17,Sat,0,Clear
Hinjewadi,13.383403216097108,185.0,1,Sat,0,Rainy
Swargate,25.09388103018207,162.8,1,Sat,0,Rainy
University Circle,10.03755241207283,207.2,1,Sat,0,Rainy
Hadapsar,25.09388103018207,106.56000000000002,1,Sat,0,Rainy
Kothrud,40.986672349297386,138.75,1,Sat,0,Rainy
Hinjewadi,26.553371002654558,395.0,6,Mon,0,Foggy
Swargate,33.1917137533182,347.6,6,Mon,0,Foggy
University Circle,26.553371002654558,442.4,6,Mon,0,Foggy
Hadapsar,39.83005650398184,284.40000000000003,6,Mon,0,Foggy
Kothrud,46.468399254645476,237.0,6,Mon,0,Foggy
Hinjewadi,28.10964661166679,92.5,11,Thu,1,Clear
Swargate,35.13705826458349,81.4,11,Thu,1,Clear
University Circle,28.10964661166679,103.6,11,Thu,1,Clear
Hadapsar,42.164469917500185,66.60000000000001,11,Thu,1,Clear
Kothrud,49.19188157041688,55.5,11,Thu,1,Clear
Hinjewadi,8.517670407578748,430.0,1,Tue,0,Rainy
Swargate,15.97063201421015,378.40000000000003,1,Tue,0,Rainy
University Circle,6.388252805684061,481.59999999999997,1,Tue,0,Rainy
Hadapsar,15.97063201421015,309.6,1,Tue,0,Rainy
Kothrud,26.08536562320991,258.0,1,Tue,0,Rainy
Hinjewadi,29.341678318677783,549.25,8,Fri,1,Clear
Swargate,36.67709789834723,371.8,8,Fri,0,Clear
University Circle,29.341678318677783,473.2,8,Fri,1,Clear
Hadapsar,44.01251747801667,304.2,8,Fri,0,Clear
Kothrud,51.34793705768612,253.5,8,Fri,0,Clear
Hinjewadi,16.27493091631309,617.5,6,Fri,0,Clear
Swargate,20.34366364539136,418.00000000000006,6,Fri,0,Clear
University Circle,16.27493091631309,532.0,6,Fri,0,Clear
Hadapsar,24.41239637446963,342.0,6,Fri,0,Clear
Kothrud,28.4811291035479,285.0,6,Fri,0,Clear
Hinjewadi,34.44963437412686,360.0,23,Wed,0,Clear
Swargate,43.06204296765857,316.8,23,Wed,0,Clear
University Circle,34.44963437412686,403.2,23,Wed,0,Clear
Hadapsar,51.67445156119028,259.2,23,Wed,0,Clear
Kothrud,60.28686015472199,216.0,23,Wed,0,Clear
Hinjewadi,29.015343511091455,35.0,13,Tue,0,Clear
Swargate,36.269179388864316,30.800000000000004,13,Tue,1,Clear
University Circle,29.015343511091455,39.199999999999996,13,Tue,0,Clear
Hadapsar,43.52301526663718,25.2,13,Tue,0,Clear
Kothrud,50.77685114441004,21.0,13,Tue,0,Clear
Hinjewadi,27.520237346543542,382.5,11,Sat,1,Clear
Swargate,34.40029668317943,336.6,11,Sat,1,Clear
University Circle,27.520237346543542,428.4,11,Sat,1,Clear
Hadapsar,41.28035601981531,220.32000000000005,11,Sat,1,Clear
Kothrud,48.160415356451196,286.875,11,Sat,1,Clear
Hinjewadi,17.35625953319018,140.0,19,Thu,1,Clear
Swargate,21.695324416487725,123.20000000000002,19,Thu,1,Clear
University Circle,17.35625953319018,156.79999999999998,19,Thu,1,Clear
Hadapsar,26.03438929978527,100.8,19,Thu,1,Clear
Kothrud,30.373454183082814,84.0,19,Thu,1,Clear
Hinjewadi,14.513115964380686,430.0,15,Sun,0,Clear
Swargate,18.141394955475857,529.76,15,Sun,0,Clear
University Circle,14.513115964380686,481.59999999999997,15,Sun,0,Clear
Hadapsar,21.76967394657103,247.68000000000004,15,Sun,0,Clear
Kothrud,25.397952937666197,322.5,15,Sun,0,Clear
Hinjewadi,31.18714517912413,87.5,16,Wed,0,Foggy
Swargate,38.98393147390516,77.0,16,Wed,1,Foggy
University Circle,31.18714517912413,98.0,16,Wed,0,Foggy
Hadapsar,46.78071776868619,63.0,16,Wed,0,Foggy
Kothrud,54.57750406346722,52.5,16,Wed,0,Foggy
Hinjewadi,6.92942173232313,52.5,14,Mon,0,Rainy
Swargate,12.992665748105868,46.2,14,Mon,0,Rainy
University Circle,5.197066299242347,58.8,14,Mon,0,Rainy
Hadapsar,12.992665748105868,37.800000000000004,14,Mon,0,Rainy
Kothrud,21.22135405523958,31.5,14,Mon,0,Rainy
Hinjewadi,10.013039232576766,232.5,7,Wed,0,Clear
Swargate,12.516299040720957,204.60000000000002,7,Wed,0,Clear
University Circle,10.013039232576766,260.4,7,Wed,0,Clear
Hadapsar,15.019558848865149,167.4,7,Wed,0,Clear
Kothrud,18.0,139.5,7,Wed,0,Clear
Hinjewadi,28.780122247571917,50.0,16,Tue,0,Clear
Swargate,35.975152809464895,44.0,16,Tue,1,Clear
University Circle,28.780122247571917,56.0,16,Tue,0,Clear
Hadapsar,43.17018337135787,36.0,16,Tue,0,Clear
Kothrud,50.36521393325085,30.0,16,Tue,0,Clear
Hinjewadi,26.61508887915126,48.75,5,Fri,0,Foggy
Swargate,33.26886109893907,33.0,5,Fri,0,Foggy
University Circle,26.61508887915126,42.0,5,Fri,0,Foggy
Hadapsar,39.92263331872688,27.0,5,Fri,0,Foggy
Kothrud,46.57640553851469,22.5,5,Fri,0,Foggy
Hinjewadi,9.357513542620536,27.5,23,Sat,0,Clear
Swargate,12.0,24.200000000000003,23,Sat,0,Clear
University Circle,9.357513542620536,30.799999999999997,23,Sat,0,Clear
Hadapsar,15.0,15.840000000000002,23,Sat,0,Clear
Kothrud,18.0,20.625,23,Sat,0,Clear
Hinjewadi,13.29599278923698,145.0,12,Wed,0,Clear
Swargate,16.619990986546224,127.60000000000001,12,Wed,1,Clear
University Circle,13.29599278923698,162.39999999999998,12,Wed,1,Clear
Hadapsar,19.943989183855468,104.4,12,Wed,0,Clear
Kothrud,23.267987381164712,87.0,12,Wed,0,Clear
Hinjewadi,11.123521219487731,77.5,22,Wed,0,Clear
Swargate,13.904401524359663,68.2,22,Wed,0,Clear
University Circle,11.123521219487731,86.8,22,Wed,0,Clear
Hadapsar,16.685281829231595,55.800000000000004,22,Wed,0,Clear
Kothrud,19.466162134103527,46.5,22,Wed,0,Clear
Hinjewadi,15.456606860698713,460.0,18,Thu,1,Clear
Swargate,19.32075857587339,404.8,18,Thu,1,Clear
University Circle,15.456606860698713,515.1999999999999,18,Thu,1,Clear
Hadapsar,23.18491029104807,331.2,18,Thu,1,Clear
Kothrud,27.049062006222748,276.0,18,Thu,1,Clear
Hinjewadi,27.92606531039352,205.0,12,Sun,0,Clear
Swargate,34.907581637991896,252.56,12,Sun,1,Clear
University Circle,27.92606531039352,229.6,12,Sun,1,Clear
Hadapsar,41.889097965590274,118.08,12,Sun,0,Clear
Kothrud,48.87061429318865,153.75,12,Sun,0,Clear
Hinjewadi,21.037052203349933,212.5,22,Sat,0,Clear
Swargate,26.296315254187416,187.00000000000003,22,Sat,0,Clear
University Circle,21.037052203349933,237.99999999999997,22,Sat,0,Clear
Hadapsar,31.5555783050249,122.4,22,Sat,0,Clear
Kothrud,36.81484135586238,159.375,22,Sat,0,Clear
Hinjewadi,4.0708776203733725,126.75,1,Fri,0,Rainy
Swargate,7.632895538200071,85.80000000000001,1,Fri,0,Rainy
University Circle,3.0531582152800287,109.19999999999999,1,Fri,0,Rainy
Hadapsar,7.632895538200071,70.2,1,Fri,0,Rainy
Kothrud,12.6,58.5,1,Fri,0,Rainy
Hinjewadi,37.52464446731431,172.5,18,Thu,1,Foggy
Swargate,46.90580558414288,151.8,18,Thu,1,Foggy
University Circle,37.52464446731431,193.2,18,Thu,1,Foggy
Hadapsar,56.286966700971455,124.2,18,Thu,1,Foggy
Kothrud,65.66812781780003,103.5,18,Thu,1,Foggy
Hinjewadi,33.65842879601649,495.0,8,Tue,1,Clear
Swargate,42.073035995020604,435.6,8,Tue,0,Clear
University Circle,33.65842879601649,554.4,8,Tue,1,Clear
Hadapsar,50.48764319402472,356.40000000000003,8,Tue,0,Clear
Kothrud,58.902250393028844,297.0,8,Tue,0,Clear
Hinjewadi,32.68714703550741,432.25,16,Fri,0,Clear
Swargate,40.85893379438426,292.6,16,Fri,1,Clear
University Circle,32.68714703550741,372.4,16,Fri,0,Clear
Hadapsar,49.030720553261105,239.4,16,Fri,0,Clear
Kothrud,57.20250731213795,199.5,16,Fri,0,Clear
Hinjewadi,9.690453963671104,27.5,14,Wed,0,Clear
Swargate,12.11306745458888,24.200000000000003,14,Wed,0,Clear
University Circle,9.690453963671104,30.799999999999997,14,Wed,0,Clear
Hadapsar,15.0,19.8,14,Wed,0,Clear
Kothrud,18.0,16.5,14,Wed,0,Clear
Hinjewadi,18.88014035391655,245.0,20,Tue,1,Clear
Swargate,23.600175442395685,215.60000000000002,20,Tue,1,Clear
University Circle,18.88014035391655,274.4,20,Tue,1,Clear
Hadapsar,28.32021053087482,176.4,20,Tue,1,Clear
Kothrud,33.04024561935395,147.0,20,Tue,1,Clear
Hinjewadi,11.979788768016327,397.5,20,Thu,1,Clear
Swargate,14.974735960020409,349.8,20,Thu,1,Clear
University Circle,11.979788768016327,445.2,20,Thu,1,Clear
Hadapsar,17.96968315202449,286.2,20,Thu,1,Clear
Kothrud,20.96463034402857,238.5,20,Thu,1,Clear
Hinjewadi,19.50156245858615,427.5,17,Thu,1,Clear
Swargate,24.376953073232684,376.20000000000005,17,Thu,1,Clear
University Circle,19.50156245858615,478.79999999999995,17,Thu,1,Clear
Hadapsar,29.25234368787922,307.8,17,Thu,1,Clear
Kothrud,34.12773430252575,256.5,17,Thu,0,Clear
Hinjewadi,15.404180364059137,25.0,8,Tue,1,Clear
Swargate,19.25522545507392,22.0,8,Tue,0,Clear
University Circle,15.404180364059137,28.0,8,Tue,1,Clear
Hadapsar,23.1062705460887,18.0,8,Tue,0,Clear
Kothrud,26.957315637103484,15.0,8,Tue,0,Clear
Hinjewadi,36.02895759999662,130.0,7,Thu,0,Clear
Swargate,45.03619699999578,114.4,7,Thu,0,Clear
University Circle,36.02895759999662,145.6,7,Thu,0,Clear
Hadapsar,54.04343639999494,93.60000000000001,7,Thu,0,Clear
Kothrud,63.05067579999409,78.0,7,Thu,0,Clear
Hinjewadi,21.607301934006205,82.5,4,Mon,0,Clear
Swargate,27.009127417507756,72.60000000000001,4,Mon,0,Clear
University Circle,21.607301934006205,92.39999999999999,4,Mon,0,Clear
Hadapsar,32.4109529010093,59.4,4,Mon,0,Clear
Kothrud,37.81277838451086,49.5,4,Mon,0,Clear
Hinjewadi,26.459436196246408,60.0,0,Wed,0,Clear
Swargate,33.07429524530801,52.800000000000004,0,Wed,0,Clear
University Circle,26.459436196246408,67.19999999999999,0,Wed,0,Clear
Hadapsar,39.68915429436961,43.2,0,Wed,0,Clear
Kothrud,46.30401334343121,36.0,0,Wed,0,Clear
Hinjewadi,20.57264348458173,180.0,10,Sun,1,Clear
Swargate,25.71580435572716,221.76,10,Sun,1,Clear
University Circle,20.57264348458173,201.6,10,Sun,1,Clear
